id,date,text
Steven Johnson,2021-06-28 04:28:01+00:00,Maybe deliberately left behind in disgust? https://t.co/cxSxfJucyC
Steven Johnson,2021-06-27 23:54:34+00:00,@jbj thank you! glad you enjoyed it...
Steven Johnson,2021-06-27 23:53:53+00:00,"RT @jbj: Really enjoyed @stevenbjohnson’s new book, Extra Life, which functions both as a meta-account of his own recent work and an explor…"
Steven Johnson,2021-06-25 16:15:20+00:00,"RT @TimHarford: Why do we choose treatments that don't work?
The strange allure of snake oil remedies (literal and metaphorical). I had lot…"
Steven Johnson,2021-06-23 05:12:55+00:00,RT @cdespinosa: Thirty years ago today. I think we have the answer now https://t.co/u9mArHsQWN
Steven Johnson,2021-06-20 03:38:24+00:00,"RT @BookTV: Author @StevenBJohnson looks at the advancements that have increased human lifespan, now on @BookTV. https://t.co/BZ4H165l1R"
Steven Johnson,2021-06-19 22:52:46+00:00,"RT @BookTV: Starting now, it's @BookTV in Prime Time.
NOW: @agordonreed, ""On Juneteenth""
8pm ET: @stevenbjohnson, ""Extra Life""
9pm ET: @Tho…"
Steven Johnson,2021-06-17 18:52:42+00:00,RT @kottke: A new study indicates the high death rate of Black Americans during the pandemic was due primarily to the poor quality of the h…
Steven Johnson,2021-06-17 14:09:27+00:00,"I would just like to point out that while images of me, head down, washing my hands in a basin might seem like comp… https://t.co/BeOGxFmygl"
Steven Johnson,2021-06-17 14:06:25+00:00,"RT @SloanPublic: ICYMI: All four Sloan-funded episodes of ""Extra Life: A Short History of Living Longer"" are on the @PBS website!

Hosted b…"
Steven Johnson,2021-06-15 19:26:21+00:00,Such a powerful book — now in a new edition. https://t.co/wusM4tNAre
Steven Johnson,2021-06-15 18:36:08+00:00,RT @tomcoates: The same map but with population sort of roughly mapped onto it. Shows you how Democrat-leaning California is. https://t.co/…
Steven Johnson,2021-06-15 16:49:49+00:00,"Interestingly, I just learned that Marin—which I always think of as a hotbed of liberal anti-vaxxers—has the highes… https://t.co/eS4w9wDGBY"
Steven Johnson,2021-06-15 16:49:49+00:00,"Here in Marin County, CA I bought a coffee at a bakery and some razorblades at a CVS this morning, all without wear… https://t.co/xPDzxIHgxP"
Steven Johnson,2021-06-15 14:02:41+00:00,RT @stevenbjohnson: Such a treat to discuss Extra Life (my book and @pbs series with @davidolusoga) with @FareedZakaria yesterday. We cover…
Steven Johnson,2021-06-15 00:47:56+00:00,"RT @RoKhanna: It turns out progressive policies can also be good for business! For all the hand wringing about California’s decline, we are…"
Steven Johnson,2021-06-14 22:05:01+00:00,RT @waitbutwhy: Good job everyone https://t.co/hmOKbimdqY
Steven Johnson,2021-06-14 20:23:09+00:00,"And the third episode of our @PBS/BBC4 series Extra Life, “Data,” features an in depth look at history of lifespan… https://t.co/01aphrTOxy"
Steven Johnson,2021-06-14 20:23:09+00:00,"For more on how this extraordinary revolution in human health happened, check out my book Extra Life: A Short Histo… https://t.co/DO5BPUiw6c"
Steven Johnson,2021-06-14 20:23:09+00:00,So the story of our “extra life” is not just the story of an overall average increase in life expectancy. It’s also… https://t.co/OkrP8v09fd
Steven Johnson,2021-06-14 20:23:09+00:00,"India nearly doubled life expectancy in just 70 years; many African nations have done the same, despite the ravages… https://t.co/atWqOj48A0"
Steven Johnson,2021-06-14 20:23:09+00:00,The gap between the West and the rest of the world has been narrowing at a rate unheard-of in demographic history.… https://t.co/bmOmpmZK7X
Steven Johnson,2021-06-14 20:23:08+00:00,"The gap probably peaked around 1950, when American life expectancy was 68, while most of India and Africa was still… https://t.co/wmPzGs1D9W"
Steven Johnson,2021-06-14 20:23:08+00:00,That progress—as wonderful as it was—had a dark side. For the first time a tragic gap in life expectancy opened up… https://t.co/CFX7UlTyjX
Steven Johnson,2021-06-14 20:23:08+00:00,"But then in the 19th century, for the first time, average lifespans began to lengthen steadily in some parts of the… https://t.co/FkLykS1o3U"
Steven Johnson,2021-06-14 20:23:08+00:00,A fascinating analysis of old mortality records suggest that if anything the aristocrats of England in the 1600s li… https://t.co/9FeaOHHriX
Steven Johnson,2021-06-14 20:23:08+00:00,The world back then was full of staggering wealth inequalities—kings and emperors living alongside paupers and the… https://t.co/P59V254j3L
Steven Johnson,2021-06-14 20:23:07+00:00,"Maybe the most striking fact is that before life expectancy began to increase steadily in Europe/US in the 1800s, t… https://t.co/cyrUT2wQsD"
Steven Johnson,2021-06-14 20:23:07+00:00,Such a treat to discuss Extra Life (my book and @pbs series with @davidolusoga) with @FareedZakaria yesterday. We c… https://t.co/wA8CUcXy3B
Steven Johnson,2021-06-14 18:49:55+00:00,RT @xkcdComic: Base Rate https://t.co/hSsDBTz4FR https://t.co/M9N2ub6znb https://t.co/0FKA2vT8c4
Patrick LaForge,2021-06-29 14:25:22+00:00,"Beyond Tulsa, Overlooked Race Massacres Draw New Focus https://t.co/aO8VWg69bA"
Patrick LaForge,2021-06-29 13:11:10+00:00,"Breaking news! Fruit Company's ""Watch International Collection bands and faces help show love of country"" -- congra… https://t.co/r3sXNg4XVu"
Patrick LaForge,2021-06-29 13:05:43+00:00,Danny reached North Carolina and fell into a tropical depression https://t.co/y1Hh0qcUKg
