id,date,text,comments,retweet_count
ceil miller bouchet,2020-04-13 21:02:23+00:00,@Accor @All why can’t I receive a cash refund for my May 2-3 reservation at the Mercure Parc du Coudray Demeure de… https://t.co/lq6iS2vaFN,[],0
ceil miller bouchet,2020-04-02 16:33:54+00:00,@AirbnbHelp our daughter’s May 18 college graduation is cancelled. Please lmk what reason I should check so that I… https://t.co/AUNeXyLAQR,[],1
ceil miller bouchet,2020-04-01 20:38:10+00:00,@AirbnbHelp pls help me to cancel my reservation and get a full refund of my deposit. I just tried to cancel my res… https://t.co/KboAAi4bSi,[],1
ceil miller bouchet,2020-03-31 11:59:58+00:00,"@aliciakennedy Nope, @aliciakennedy I’m even more careful now because this situation has made me more conscious of… https://t.co/d4vtPhKpsr",[],0
ceil miller bouchet,2020-03-30 14:46:56+00:00,@AirbnbHelp Following closely because our daughters May18 graduation was cancelled and we need our refund badly.,[],0
ceil miller bouchet,2019-12-19 16:11:17+00:00,@usembbrussels @washingtonpost Many thanks. I’m honored to have had the opportunity to shed new light on  this fasc… https://t.co/Ty7RnfXnRi,[],0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
TravellingHistorian,2021-09-12 18:01:04+00:00,"My friend @loxyisme makes the best earrings!! Buy them now before I do ! 
https://t.co/uxqtUwYVRN",[],0
TravellingHistorian,2021-07-21 22:47:36+00:00,RT @travelhistorian: I don’t post much on here but wanted to share a friend’s clay earrings page. She also takes requests! They are so well…,[],1
TravellingHistorian,2021-07-21 22:47:09+00:00,I am heading to Toronto to watch the #BlueJays next week when they finally return to Canada! I haven’t been on a pl… https://t.co/EJPjMxu35U,[],0
TravellingHistorian,2021-07-18 19:18:30+00:00,She also has an Instagram page; https://t.co/rVzanYVf0N,[],0
TravellingHistorian,2021-07-18 19:17:37+00:00,I don’t post much on here but wanted to share a friend’s clay earrings page. She also takes requests! They are so w… https://t.co/Ujy9GrgItk,[],1
TravellingHistorian,2019-02-15 21:25:44+00:00,A year ago I was in #PyeongChang for the Olympics! #CanadianGold Such fun! https://t.co/JW4De8EvHJ,[],0
TravellingHistorian,2018-08-29 10:12:03+00:00,The best beaches in Thailand https://t.co/GrRhkndkM1 via @MarPagesTWL https://t.co/psriccxfFu,[],0
TravellingHistorian,2018-08-29 09:12:02+00:00,21 Signs You're Totally Addicted to Travel https://t.co/BZetk0rINz via @mappingmegan https://t.co/LwwIMGtM6B,[],0
TravellingHistorian,2018-08-29 07:12:04+00:00,Black Forest Cupcakes https://t.co/8KPjtH8qMf via @WanderingEds https://t.co/LjaNXUocWB,[],0
TravellingHistorian,2018-08-29 06:12:02+00:00,10 Creepy Places in Italy You Need to Check Out https://t.co/LM6sdESFeq via @FairytaleTVLR https://t.co/JjO4cn7nyq,[],0
TravellingHistorian,2018-08-29 05:12:04+00:00,Things to Do in Winnipeg: A Couples Getaway Guide https://t.co/1pJg8ATMQ5 via @JustinLaurenXO https://t.co/8oHuJPx4Ha,[],0
TravellingHistorian,2018-08-29 04:12:03+00:00,The Hurtigruten Cruise - Witness the Aurora Borealis https://t.co/XvP8y0FNWI via @WanderingEds https://t.co/ICR5p7KEvg,[],1
TravellingHistorian,2018-08-29 03:12:03+00:00,Camping 101: What to Pack for an Australian Camping Adventure https://t.co/oh59DBlTJH via @mappingmegan https://t.co/gVn462iMdh,[],0
TravellingHistorian,2018-08-29 01:12:05+00:00,Best locations in Prague for photography #visitczechrepublic #troveon  https://t.co/KHo4lvG0AA via @GoAwesomePlaces https://t.co/rKJLbjwnhw,[],0
TravellingHistorian,2018-08-29 00:12:02+00:00,The best beaches in Southeast Asia https://t.co/gq5wvKS8D8 via @MarPagesTWL https://t.co/CP8TqM2CQv,[],0
TravellingHistorian,2018-08-28 22:12:04+00:00,Hedonistic Hot Springs NSW including Moree Hot Springs (+ Bonus Hot Springs!) https://t.co/EFYLwijXfy via @Pretraveller,[],0
TravellingHistorian,2018-08-28 21:12:05+00:00,Kerio Valley https://t.co/WKa0i73YYR via @Safari254 https://t.co/iUfY8Bb0EN,[],0
TravellingHistorian,2018-08-28 19:12:02+00:00,"Belgian Beer and Chocolate, Walking Tours in Brussels https://t.co/9ifRrOOAij via @FairytaleTVLR",[],1
TravellingHistorian,2018-08-28 17:13:03+00:00,Woodstock Summer Concert Series https://t.co/isn4MEfWBV via @FairytaleTVLR https://t.co/tsMtN3AIoM,[],0
TravellingHistorian,2018-08-28 16:12:02+00:00,"The Best Of: Two Days in Porto, Portugal https://t.co/lbvzIgd2Go via @Hannahlogan21 https://t.co/6lFetxriXD",[],0
Travellers Archive,2021-10-04 19:26:59+00:00,"RT @erik_fluegge: Ein einziger Konzern ist down und die halbe Welt ist kommunikativ lahmgelegt...

Früher hat man ja Monopole zerschlagen.…",[],238
Travellers Archive,2021-09-26 04:38:40+00:00,"RT @NicoloReiseblog: ⛱ Ich habe Deutschlands Reiseblogger gefragt: Welches ist Deine Lieblingskirche? 💙
🚀 Herausgekommen ist ein toller Bei…",[],10
Travellers Archive,2021-09-15 07:23:07+00:00,"35 gute Gründe, einen Ausflug in NRW zu machen. https://t.co/m4wczXbbdd #nrw #reisen @TourismusNRW",[],0
Travellers Archive,2021-08-09 15:25:54+00:00,"Wusstet ihr, dass es Wüsten im Iran gibt? https://t.co/VSYKkF9f10 #iran #reisen",[],0
Travellers Archive,2021-08-09 09:39:29+00:00,Welche Seen in Berlin lohnen sich wirklich? Wir haben uns für euch umgeschaut. https://t.co/lVlHNH3ipN #visitberlin #berlin @visitberlin,[],0
Travellers Archive,2021-08-09 06:09:30+00:00,The best things to do in Lebanon https://t.co/R5kBZwJSVq #travel #lebanon,[],0
Travellers Archive,2021-08-07 13:04:27+00:00,Scheveningen: Unsere Tipps für Hollands schönsten Strand https://t.co/dZunZnWpi0 #holland #scheveningen,[],0
Travellers Archive,2021-08-02 21:26:17+00:00,Was See ich denn da? Die 15 schönsten Seen in Bayern. #bayern ⁦@Dein_Bayern⁩  https://t.co/cww8SRZM3Z,[],0
Travellers Archive,2021-07-17 10:57:43+00:00,"Baleal, Portugal: The young man and the taverna https://t.co/38iY3v7l3r #baleal #portugal",[],0
Travellers Archive,2021-07-14 12:46:11+00:00,Plovdiv in Bulgarien: Highlights &amp; Tipps für die Kulturhauptstadt https://t.co/77zMVTPxcC #ploviv #bulgarien,[],0
Travellers Archive,2021-07-02 08:42:21+00:00,Die besten Sehenswürdigkeiten in Hamburg https://t.co/oVWGNLI8Mc #hamburg #meineperle,[],1
Travellers Archive,2021-06-18 11:19:54+00:00,"Bereit fürs Wochenende, Berlin? Ab an den See! https://t.co/lVlHNH3ipN #travellersarchive @BerlinTourism #berlin #badesee",[],1
Travellers Archive,2021-06-15 15:45:49+00:00,31 geniale Outdoor-Geschenke für Camper https://t.co/p5q79VfeaU #vanlife #camping,[],0
Travellers Archive,2021-06-09 16:36:43+00:00,@Maximus2511 @Kappeln @SHurlaub Es gibt so viele schöne Fahrradwege rund um Kappeln. Wir sind bis zum Strand Schönhagen geradelt.,[],0
Travellers Archive,2021-06-09 16:26:43+00:00,"Time for a proper sunset, #Plovdiv ! https://t.co/hfWAeHsIQv",[],0
Travellers Archive,2021-06-08 07:02:28+00:00,Wart ihr schonmal in Kappeln an der Schlei? Dann wird‘s aber Zeit. https://t.co/4pvoVZ9Ynh #kappeln #ostsee @Kappeln @SHurlaub,[],2
Travellers Archive,2021-05-21 09:09:07+00:00,Wart ihr schonmal an einem holländischen Strand? Wir haben da was für euch. 😍https://t.co/dZunZnWpi0… https://t.co/hXbnI1NLpq,[],1
Travellers Archive,2021-05-18 14:15:46+00:00,"Hach, wir lieben Zürich einfach. Ihr auch? https://t.co/jyiehBvc7c #zuerich  #schweiz @STMediaD",[],0
Travellers Archive,2021-05-08 09:55:53+00:00,"How much of a paradise is Fiji?
https://t.co/hAGWovE59P #fiji #southpacific",[],0
Travellers Archive,2021-04-30 17:50:20+00:00,Please meet the Mursi people of Southern #Ethiopia https://t.co/OckbyUgRL6 #mursipeople #travel,[],1
Peregrine Magazine,2014-05-13 10:07:06+00:00,"RT @jadaleaf: The Odyssey is still widely read, almost 3,000 years after it was first composed @PeregrineMag &gt;http://t.co/QQHqo2UQvH",[],1
Peregrine Magazine,2014-04-22 21:09:29+00:00,RT @RoxanneReidSA: Gorgeous photoblog of Morocco: http://t.co/fwB57Gllic RT @GetawayMagazine @PeregrineMag @AndrewKirkby #morocco #afritrav…,[],5
Peregrine Magazine,2014-04-16 12:40:09+00:00,"RT @RoadsKingdoms: In Alexandria, a Film for the Future: reclaiming Egypt's cinematic golden age http://t.co/MDfO0L1Xeo",[],1
Peregrine Magazine,2014-04-02 14:13:29+00:00,RT @GetawayMagazine: We're loving @AndrewKirkby's amazing Morocco photoblog in @PeregrineMag: http://t.co/8b8p1LJByp,[],2
Peregrine Magazine,2014-03-26 15:44:25+00:00,RT @outbounding: Stunning timelapse from Everest http://t.co/4JDH3MbBJh by @eliasaikaly via @PeregrineMag #OBfave (ht @SonjaSwissLife),[],6
Peregrine Magazine,2014-03-26 05:21:41+00:00,RT @SonjaSwissLife: Mount #Everest: time lapse #Video http://t.co/rRJsH6eJwP via @outbounding &amp; @SonjaSwissLife by Sarah Duff for @Peregrin…,[],1
Peregrine Magazine,2014-03-24 12:45:00+00:00,Beneath the Northern Lights  http://t.co/CGhrrUVoIK,[],4
Peregrine Magazine,2014-03-14 09:20:58+00:00,RT @WanderfulWorld1: Fascinating and well-written piece --&gt; From The Odyssey to blogs: a history of travel writing: http://t.co/FT5SHkvF8d …,[],1
Peregrine Magazine,2014-03-13 09:41:53+00:00,Thank you! RT @NancyMoonPR: Hi @PeregrineMag What a gorgeous online magazine http://t.co/sfuCs2t3OJ --&gt; the WHY of travel. Yay!,[],0
Peregrine Magazine,2014-03-06 07:03:43+00:00,RT @anuradhagoyal: Brilliant article on history of travel writing http://t.co/9X7bYG5f0C via @PeregrineMag #travel #travelwriting,[],1
Peregrine Magazine,2014-03-05 08:43:03+00:00,"What Happens When Your Epic Journey Ends, and All That's Changed is the Scenery? http://t.co/lxPLq1SwpP",[],0
Peregrine Magazine,2014-03-05 07:15:02+00:00,On the Delight of Discovery via @Maptia http://t.co/eXEKbt5bUb,[],1
Peregrine Magazine,2014-03-04 13:28:32+00:00,"@Spinthemap Hi Tiffany, you can email us on weare(at)peregrinemag(dot)com.",[],0
Peregrine Magazine,2014-03-04 12:45:13+00:00,Travelling without seeing: how easily you can travel the globe in a customised cocoon http://t.co/gu3EMsglZR,[],0
Peregrine Magazine,2014-03-04 08:43:00+00:00,The Philosophy of Travel by George Santayana http://t.co/EOMOKZtaMI,[],0
Peregrine Magazine,2014-03-04 07:15:01+00:00,How Capital Cities Distort Reality  http://t.co/NPjTdjdMT9,[],1
Peregrine Magazine,2014-03-03 12:45:08+00:00,Lit up by the Luminaries: the New Zealand gold rush and the Booker-prize winning novel http://t.co/2uZ6Z8z0Gq,[],0
Peregrine Magazine,2014-03-03 08:43:16+00:00,"Shaman, Swami, Sadhu, Sham: on finding enlightenment in India  http://t.co/IrOQ6gCOSw",[],0
Peregrine Magazine,2014-03-03 07:49:21+00:00,Glad you like our magazine! RT @KatieF: Lovely find of the morning is @PeregrineMag.,[],0
Peregrine Magazine,2014-03-03 07:15:03+00:00,"""Travel is a quest for not just the unknown, but the unknowing."" - Pico Iyer",[],1
Mosaic Globe,2015-08-23 15:00:18+00:00,"Traveling to S.America from N.America, consider the top 5 countries to visit. #TamAirlines runs route from N.America http://t.co/Fu8ilzPMiP",[],4
Mosaic Globe,2015-08-23 14:47:01+00:00,"South America is a land of true beauty. Everything, from the majestic Iguazu Falls that cover the Argentina,... http://t.co/XYfpwigC6n",[],0
Mosaic Globe,2015-07-16 08:18:33+00:00,4 Top Destinations in Brazil http://t.co/kD7ClDfE4f,[],0
Mosaic Globe,2015-07-16 08:17:48+00:00,4 Great Reasons to Have Your Next Holiday in Brazil http://t.co/LEr7gnOhl6,[],0
Mosaic Globe,2015-07-14 07:22:15+00:00,A horse trailer which is also known as a horse float or a horse van is used to comfortably transport the horses... http://t.co/diqur2Exnd,[],0
Mosaic Globe,2015-04-13 05:43:30+00:00,Vacations present us with the perfect opportunity for families to bond and just have a good time with away from... http://t.co/jtG6NmYAye,[],0
Mosaic Globe,2015-04-13 05:39:14+00:00,Four Reasons to Pick Costa Rica for Your Next Family #vacation :  with the perfect opportunity for families http://t.co/YYgOOzZJVz,[],0
Mosaic Globe,2015-03-10 09:50:15+00:00,"If you are searching for an interesting and pleasant area to visit, then try Venice in Italy.
http://t.co/Cb7DFcz8iU http://t.co/2k2FWtg28x",[],0
Mosaic Globe,2015-03-10 09:48:14+00:00,"If you are searching for an interesting and pleasant area to visit, then try Venice in Italy. It is an old but... http://t.co/ZVEKBMEX9K",[],0
Mosaic Globe,2015-03-06 16:10:27+00:00,"If you’re one of the many people who simply see the getting from A to B part of a holiday a bind, something to be... http://t.co/aTqSACNgkg",[],0
Mosaic Globe,2015-03-06 16:09:45+00:00,"If you go through the famous popular festivities published on the yearly calendar of Ecuadorian celebrations,... http://t.co/Ws3Rd35OD4",[],0
Mosaic Globe,2015-03-06 16:08:48+00:00,"Also known as the Garden City, Singapore is covered in green in most of its parts. However, some of these spots... http://t.co/PkdoBAuX9K",[],0
Mosaic Globe,2015-03-06 16:06:48+00:00,"After spending lots of time planning for your wedding, the better way of beginning the new life is to go for a... http://t.co/fQdFJbQ2wu",[],0
Mosaic Globe,2015-03-06 16:05:21+00:00,"The Nearest Hotels near the Cricket Grounds of World Cup Cricket 2015

The ICC World Cup Cricket is going to be... http://t.co/Q0l97Kq0FG",[],0
Mosaic Globe,2014-12-30 11:33:51+00:00,"7 Great Ways to Explore Liverpool on a Budget
http://t.co/uLA1B7Siam http://t.co/NkXSdf6KCw",[],0
Mosaic Globe,2014-12-30 09:55:14+00:00,"There are so many fun and free things to do in Liverpool, so you don’t have to pay an arm and a leg to enjoy your... http://t.co/BCUm9gLRQ8",[],0
Mosaic Globe,2014-12-20 10:50:20+00:00,"An Insight into Spanish Travel by Train
http://t.co/M9WM3XXY2q http://t.co/yNZ3n14k9G",[],0
Mosaic Globe,2014-12-20 10:49:47+00:00,"5 ACTIVITIES TO ENJOY ON A TOUR OF AFRICA
http://t.co/rmYPVF09kK http://t.co/Ln4xlEFMja",[],0
Mosaic Globe,2014-12-20 10:49:22+00:00,"Fly to London and Discover its Beauty
http://t.co/Rwba03knJB http://t.co/StFd7dgdkz",[],0
Mosaic Globe,2014-12-20 10:48:47+00:00,"5 Amazing Countries Perfect for an Overland Tour
http://t.co/lcZnC4BRLR http://t.co/AjzWCMHKIp",[],1
Nomadic Father,2015-01-03 01:05:08+00:00,6 Ways to find free accommodation when you travel http://t.co/zEuGYaitTf via @familyonbikes,[],9
Nomadic Father,2015-01-03 00:35:07+00:00,Reviewing 2014: My Best Travel Moments http://t.co/v0RhAPWt8b via @travelnotes101,[],0
Nomadic Father,2015-01-03 00:05:07+00:00,Into The Woods Interviews with Emily Blunt &amp; James Corden http://t.co/9HlYtq17FG via @alittlebiteof,[],0
Nomadic Father,2015-01-02 23:35:08+00:00,Day 3 Norwegian Breakaway Cruise http://t.co/xtDe49W7m5 via @HaveSippy,[],0
Nomadic Father,2015-01-02 23:05:07+00:00,Pop Art Marilyn Monroe OOTD | Everything below $25 http://t.co/lIy91n5uGR via @girlratesworld,[],0
Nomadic Father,2015-01-02 22:35:07+00:00,2014 Travel Roundup and Our Most Popular Posts http://t.co/MeiKyJYiO2 via @Mytanfeet,[],0
Nomadic Father,2015-01-02 22:05:05+00:00,Easy Brie Bites http://t.co/S5sUizJ32U via @alittlebiteof,[],0
Nomadic Father,2015-01-02 21:35:10+00:00,Costa Rica Family Travel Guide http://t.co/YJBpIUqExc via @AWeekattheBeach,[],0
Nomadic Father,2015-01-02 21:05:07+00:00,Postcards From Around The World. One Year In Pictures http://t.co/lJMrEXoaqQ via @vagrantsotworld,[],0
Nomadic Father,2015-01-02 20:35:05+00:00,24 Hours in Berlin? No Problem. http://t.co/JiKWu0CYf8 via @AndreaAta13,[],0
Nomadic Father,2015-01-02 20:05:06+00:00,Daves Travel Pages: Recycling 2014 http://t.co/LhMvcsgSsJ via @davestravelpage,[],0
Nomadic Father,2015-01-02 19:35:06+00:00,December Giveaway: The Little Black Book of Holiday Cheer http://t.co/MSR4uw3Zkn via @GoldWineTravel,[],0
Nomadic Father,2015-01-02 19:05:04+00:00,List of cruise set sail in 2015 http://t.co/gqSNX44ZoA via @suhuinfo,[],0
Nomadic Father,2015-01-02 18:35:05+00:00,Knock'em Dead New Year's Eve with the Most Requested Celebrity Hairstyle of 2014! Courtesy of... http://t.co/Ax4x1TN8iI via @LAStory,[],0
Nomadic Father,2015-01-02 18:05:05+00:00,The Best of Travel 2014 http://t.co/H3e3G70ah4 via @WorldWideVeggie,[],0
Nomadic Father,2015-01-02 17:35:04+00:00,My Marketing Favorites of 2014 http://t.co/XFS3hX3K9O via @wadeharman,[],0
Nomadic Father,2015-01-02 17:05:04+00:00,Avoid The Common SEO Pitfalls In 2015 #SEO #tips http://t.co/3wE3HvwivE via @amberrisme,[],0
Nomadic Father,2015-01-02 16:35:04+00:00,Lindt Chocolate and Wine Tasting Event at Vinopolis http://t.co/v0mhiZ4yrf via @fionamaclean,[],0
Nomadic Father,2015-01-02 16:05:05+00:00,Photo Highlights 2014: Ocean Adventures - Fun on the Water http://t.co/N2YhEA2Sxe via @RhondaAlbom,[],0
Nomadic Father,2015-01-02 15:35:04+00:00,Silent Sunday: Holmenkollen Ski Jump in Oslo http://t.co/gTsoSuP0da via @SophieR,[],0
Ladies With Luggage,2014-04-11 11:26:07+00:00,RT @Suitcases2: Our Pick of Top Things to do in Bruges Belgium http://t.co/9mZqTWfkw7,[],1
Ladies With Luggage,2014-04-10 09:51:27+00:00,RT @nakedbus_com: We have a new service departing New Plymouth to anywhere up north at 7am! Super cheap seats available so be quick - http:…,[],2
Ladies With Luggage,2014-03-30 08:14:18+00:00,RT @WildJunket: Top 10 scenic drives in New Zealand - #travel #wjmag http://t.co/9BDrNPHxhN,[],4
Ladies With Luggage,2014-03-03 08:39:05+00:00,10 essentials to pack if you're heading to #Africa; can you think of anything else?  http://t.co/zml2Qds6pJ …@African_Impact,[],6
Ladies With Luggage,2014-02-23 04:23:15+00:00,World Map bed Sheets! How awesome is this?! http://t.co/KP0pNbl5VU,[],1
Ladies With Luggage,2014-02-23 03:26:34+00:00,"Do you suffer from an addiction to world travel? Join a community of other adicts here... 
https://t.co/TFOXLdBwkg http://t.co/nYE8EEynf9",[],1
Ladies With Luggage,2014-02-17 09:44:43+00:00,"In need of some inspiration this Monday? Check out these awesome travel photos and quotes... 
http://t.co/BW6MMVVNHu",[],1
Ladies With Luggage,2014-02-17 09:11:33+00:00,RT @ByAshleyMarie: Never go without these 5 beauties when traveling to my fave @marriott hotels. #travelbeauty http://t.co/4xtmR8R3HN,[],3
Ladies With Luggage,2014-02-12 06:27:06+00:00,"My secret weapon to stay looking fresh when travelling...  http://t.co/arEtf1Z1JK …
@BatisteHair #wegosolo",[],0
Ladies With Luggage,2014-02-12 06:24:35+00:00,"Heading to #Thailand? #Cambodia? #Laos? #Vietnam? Anywhere else in #Asia? Check out this packing list to keep healthy
http://t.co/p2VvdC7UVF",[],2
Ladies With Luggage,2014-02-07 06:44:51+00:00,"The 10 Worst Types Of Travellers... Do you agree?! 
http://t.co/8eREbgWDYF 
@TravelandEscape",[],1
Ladies With Luggage,2014-02-07 06:32:22+00:00,"Planning a trip to #India? Check out this awesome packing list be in India travel veteran! http://t.co/eKNvBAyudQ
@Breathedreamgo",[],1
Ladies With Luggage,2014-02-07 06:30:27+00:00,"Stay healthy when travelling in #Asia. Check out this essential packing list... 
http://t.co/TDe2mPkjF1 #wegosolo",[],1
Ladies With Luggage,2014-01-24 05:17:55+00:00,"Heading to #Australia this year &amp; wanna travel cheaply? Check out my review of Greyhound bus service @Greyhound_Oz
http://t.co/5ncHZNKLZx",[],0
Ladies With Luggage,2014-01-24 05:06:39+00:00,"Heading to #Asia? Check out these 13 essential items to keep you healthy when on the road... 
http://t.co/p2VvdC7UVF",[],1
Ladies With Luggage,2014-01-24 03:29:13+00:00,"Planning to stay in hostels on your next trip? Check out these must-have 8 items to take with you... 
http://t.co/JKO0grUWLL",[],2
Ladies With Luggage,2014-01-23 04:46:04+00:00,"Sick of getting knots in your hair after you shower? Check out my review of the tangle teezer http://t.co/KcvVlT24o4
@tangleteezer",[],0
Ladies With Luggage,2014-01-23 04:41:21+00:00,@LightofFrance Thanks so much!,[],0
Ladies With Luggage,2014-01-21 12:47:48+00:00,"Make the most of your clothes on the road with this guide to managing a travel wardrobe...
http://t.co/7DxcBU74Qn",[],0
Ladies With Luggage,2014-01-21 12:46:09+00:00,"Planning a trip to #India? Check out this packing list written by a India travel expert...
http://t.co/KJklhzLY7x @Breathedreamgo",[],1
Kathryn O'Shea-Evans,2021-09-28 02:00:47+00:00,RT @IndianCountry: More than 150 people — many dressed in orange shirts and waving signs — marched through Minneapolis to remember the vict…,[],78
Kathryn O'Shea-Evans,2021-09-12 12:55:07+00:00,@AndrewYang Learned something very important last year. Lackluster super market pumpkin pie + vanilla ice cream + blender = o m gggggggggg,[],0
